1996,Sun Aug  8 01:56:15 2021,7869641,car,2	4764	PCF6B0D12,n Aug  8 01:56:15 20
1997,Sat Jul 31 20:33:56 2021,1052029,car,2	4004	PCB278A8B,t Jul 31 20:33:56 20
1998,Wed Aug  4 18:39:09 2021,4306036,car,2	4987	PCF4A9637,d Aug  4 18:39:09 20
1999,Wed Aug  4 22:03:44 2021,5529291,car,2	4050	PC822E359,d Aug  4 22:03:44 20
2000,Sun Aug  8 14:14:01 2021,7191693,truck,4	4937	PCD30D908,n Aug  8 14:14:01 20
2001,Mon Aug  9 21:20:13 2021,3209872,car,2	4653	PC1CE4935,n Aug  9 21:20:13 20
2002,Fri Jul 30 13:58:01 2021,9991692,car,2	4440	PCBE1B45D,i Jul 30 13:58:01 20
2003,Mon Aug  2 03:17:59 2021,9075665,truck,4	4466	PC6E93A05,n Aug  2 03:17:59 20
2004,Sat Aug  7 05:39:56 2021,8585188,car,2	4163	PC95B4E03,t Aug  7 05:39:56 20
2005,Sun Aug 15 08:33:09 2021,2073256,car,2	4119	PC9EBEDB5,n Aug 15 08:33:09 20
2006,Sun Aug  8 18:36:31 2021,1945077,truck,4	4843	PC400DFFE,n Aug  8 18:36:31 20
2007,Tue Aug  3 08:35:55 2021,7783409,car,2	4004	PCB278A8B,e Aug  3 08:35:55 20
2008,Fri Aug  6 10:05:08 2021,2988545,truck,4	4176	PC11E9595,i Aug  6 10:05:08 20
2009,Sun Aug 15 07:27:57 2021,7964567,truck,4	4165	PC0D2B95C,n Aug 15 07:27:57 20
2010,Tue Aug 17 20:10:31 2021,8267415,van,2	4096	PCFA4F864,e Aug 17 20:10:31 20
2011,Tue Aug  3 17:15:28 2021,8544048,car,2	4330	PCBD023A3,e Aug  3 17:15:28 20
2012,Thu Aug 12 11:59:45 2021,8764992,car,2	4782	PC6802C08,u Aug 12 11:59:45 20
2013,Fri Aug 20 16:42:08 2021,5279370,truck,4	4587	PC576A3BA,i Aug 20 16:42:08 20
2014,Sun Aug 22 14:05:35 2021,7385661,van,2	4068	PC55432DA,n Aug 22 14:05:35 20
2015,Sat Aug 14 19:39:13 2021,249548,van,2	4241	PC7241796,t Aug 14 19:39:13 20
2016,Sun Aug 15 16:21:57 2021,7019985,car,2	4986	PC9787B8A,n Aug 15 16:21:57 20
2017,Thu Aug 12 15:41:20 2021,7655066,truck,4	4808	PC2729737,u Aug 12 15:41:20 20
2018,Thu Jul 29 23:46:01 2021,3513415,car,2	4292	PCF733A7C,u Jul 29 23:46:01 20
2019,Wed Aug  4 20:45:12 2021,2250892,car,2	4623	PCAA67227,d Aug  4 20:45:12 20
2020,Sun Aug  1 03:39:32 2021,4642449,truck,4	4058	PC3415EA4,n Aug  1 03:39:32 20
2021,Mon Aug  2 12:09:31 2021,4609969,truck,4	4153	PC88C655C,n Aug  2 12:09:31 20
2022,Tue Aug 17 23:09:45 2021,1323663,car,2	4519	PC92A6471,e Aug 17 23:09:45 20
2023,Fri Aug 13 20:13:59 2021,8495399,car,2	4278	PC4847214,i Aug 13 20:13:59 20
2024,Wed Aug 11 03:20:02 2021,2529816,car,2	4987	PCF4A9637,d Aug 11 03:20:02 20
2025,Mon Aug  2 05:27:39 2021,3825115,car,2	4147	PC4D2C5A7,n Aug  2 05:27:39 20
2026,Sun Aug  8 04:47:13 2021,7198666,truck,4	4047	PC6D105CF,n Aug  8 04:47:13 20
2027,Sat Aug 21 19:59:21 2021,3094252,car,2	4389	PC7688C61,t Aug 21 19:59:21 20
2028,Mon Aug  9 03:51:13 2021,9910126,truck,4	4368	PC909A324,n Aug  9 03:51:13 20
2029,Sat Aug 21 02:26:18 2021,615427,truck,4	4963	PC704EF75,t Aug 21 02:26:18 20
2030,Sun Aug 22 15:08:07 2021,1898481,car,2	5008	PC48D61BB,n Aug 22 15:08:07 20
2031,Wed Aug  4 22:52:32 2021,2811704,car,2	4192	PC74F6341,d Aug  4 22:52:32 20
2032,Thu Aug  5 08:17:18 2021,5939317,truck,4	4203	PC5295A46,u Aug  5 08:17:18 20
2033,Wed Aug 18 01:50:41 2021,7617337,car,2	4783	PC9889263,d Aug 18 01:50:41 20
2034,Sat Aug 21 00:57:37 2021,6800345,car,2	4008	PC5680D80,t Aug 21 00:57:37 20
2035,Tue Aug 17 08:56:58 2021,3397555,car,2	4320	PC40C93B0,e Aug 17 08:56:58 20
2036,Tue Aug  3 11:49:30 2021,9139217,van,2	4751	PCD33B3C9,e Aug  3 11:49:30 20
2037,Thu Aug 12 05:08:07 2021,8921045,truck,4	4390	PC983A913,u Aug 12 05:08:07 20
2038,Thu Aug  5 17:27:01 2021,3690202,car,2	4912	PC526B1EC,u Aug  5 17:27:01 20
2039,Thu Jul 29 12:28:05 2021,3295237,van,2	4545	PC419B1CB,u Jul 29 12:28:05 20
2040,Thu Aug  5 23:55:51 2021,9255341,car,2	4435	PC3E78C17,u Aug  5 23:55:51 20
2041,Sun Aug 22 09:01:58 2021,5238833,truck,4	4589	PC1477DC9,n Aug 22 09:01:58 20
2042,Sat Aug 14 01:19:12 2021,3417816,van,2	4901	PCE32D2F9,t Aug 14 01:19:12 20
2043,Wed Aug 18 04:35:08 2021,5344143,truck,4	4812	PC22D9C6D,d Aug 18 04:35:08 20
2044,Fri Aug 20 21:45:27 2021,3881038,car,2	4225	PCC1ED0C5,i Aug 20 21:45:27 20
2045,Thu Aug  5 18:27:18 2021,6031966,car,2	4640	PCC993FB3,u Aug  5 18:27:18 20
2046,Thu Aug  5 03:00:25 2021,3985901,truck,4	4357	PC434FA62,u Aug  5 03:00:25 20
2047,Fri Aug 20 20:59:44 2021,9641089,car,2	4099	PC97F19B1,i Aug 20 20:59:44 20
2048,Fri Aug 13 23:54:57 2021,6366435,car,2	4854	PCB6F1968,i Aug 13 23:54:57 20
2049,Sun Aug  1 10:53:55 2021,9492442,truck,4	4835	PC4645718,n Aug  1 10:53:55 20
2050,Fri Aug 13 13:59:13 2021,6481355,truck,4	4181	PC4457F74,i Aug 13 13:59:13 20
2051,Tue Aug 10 16:38:08 2021,7326567,car,2	4584	PC1085B78,e Aug 10 16:38:08 20
2052,Sat Aug  7 16:01:28 2021,1316030,car,2	4952	PC64CF233,t Aug  7 16:01:28 20
2053,Mon Aug 16 17:54:26 2021,1769045,car,2	4948	PCBA2D075,n Aug 16 17:54:26 20
2054,Sat Aug 14 11:00:25 2021,3464810,truck,4	4937	PCD30D908,t Aug 14 11:00:25 20
2055,Fri Jul 30 22:37:27 2021,8627921,truck,4	4328	PC3777B8E,i Jul 30 22:37:27 20
2056,Fri Aug 20 09:58:53 2021,2684168,truck,4	4497	PC76FDDEA,i Aug 20 09:58:53 20
2057,Thu Aug  5 00:19:54 2021,3833738,car,2	4978	PCF0B5E85,u Aug  5 00:19:54 20
2058,Fri Aug  6 10:28:07 2021,1881388,truck,4	4504	PC461DCD3,i Aug  6 10:28:07 20
2059,Wed Aug 11 14:59:37 2021,8391805,car,2	4287	PC421D5F3,d Aug 11 14:59:37 20
2060,Mon Aug 16 20:14:17 2021,9870706,car,2	4244	PC9F3C86B,n Aug 16 20:14:17 20
2061,Sat Aug 21 13:25:10 2021,8522838,truck,4	4198	PCB0994D1,t Aug 21 13:25:10 20
2062,Wed Aug 18 21:23:19 2021,5951085,car,2	4478	PCB02917E,d Aug 18 21:23:19 20
2063,Mon Aug 16 02:08:15 2021,2009071,car,2	4830	PC12EEFE0,n Aug 16 02:08:15 20
2064,Wed Aug  4 10:47:30 2021,8528283,car,2	4685	PC5D33C18,d Aug  4 10:47:30 20
2065,Mon Aug 16 17:05:17 2021,2803744,car,2	4514	PC374C341,n Aug 16 17:05:17 20
2066,Fri Aug 20 12:32:42 2021,8849176,car,2	4938	PC6C57ED3,i Aug 20 12:32:42 20
2067,Wed Aug 11 18:44:36 2021,4363925,truck,4	4468	PC040ADB3,d Aug 11 18:44:36 20
2068,Fri Aug 13 13:19:11 2021,8952211,car,2	4678	PCD175301,i Aug 13 13:19:11 20
2069,Fri Aug 20 00:41:15 2021,105783,truck,4	4052	PC25E70B7,i Aug 20 00:41:15 20
2070,Mon Aug 16 10:56:20 2021,3105884,car,2	4567	PC2C5C1F3,n Aug 16 10:56:20 20
2071,Tue Aug  3 03:03:13 2021,8204896,car,2	4961	PC92C5115,e Aug  3 03:03:13 20
2072,Wed Aug 18 11:26:05 2021,6939458,car,2	4204	PC5881E06,d Aug 18 11:26:05 20
2073,Mon Aug  9 06:13:35 2021,4245299,car,2	4943	PC0A5DC1F,n Aug  9 06:13:35 20
2074,Sun Aug  1 06:54:04 2021,1188715,truck,4	4614	PC08910B7,n Aug  1 06:54:04 20
2075,Sat Aug 21 22:24:30 2021,2006861,truck,4	4399	PCCA288FE,t Aug 21 22:24:30 20
2076,Wed Aug 18 05:23:10 2021,5765069,car,2	4652	PC74A3585,d Aug 18 05:23:10 20
2077,Wed Aug 11 11:33:51 2021,3156487,car,2	4524	PCF8BB245,d Aug 11 11:33:51 20
2078,Sat Jul 31 17:49:45 2021,1811497,car,2	4024	PC91E3A87,t Jul 31 17:49:45 20
2079,Fri Aug  6 13:00:55 2021,3741439,truck,4	4617	PC7758F89,i Aug  6 13:00:55 20
2080,Sun Aug 15 22:29:46 2021,5800120,truck,4	4806	PC8A8EA51,n Aug 15 22:29:46 20
2081,Mon Aug 16 07:47:52 2021,4542060,truck,4	4909	PCDED6F20,n Aug 16 07:47:52 20
2082,Mon Aug 16 14:07:35 2021,9759428,car,2	4302	PCBA83119,n Aug 16 14:07:35 20
2083,Tue Aug 17 03:59:02 2021,4174269,car,2	4533	PC8DA1D3B,e Aug 17 03:59:02 20
2084,Sat Aug 21 20:11:34 2021,698216,car,2	4139	PC924C594,t Aug 21 20:11:34 20
2085,Thu Aug 19 15:48:15 2021,7636088,car,2	4734	PCE4C5D8E,u Aug 19 15:48:15 20
2086,Mon Aug 16 05:05:29 2021,1698080,car,2	4204	PC5881E06,n Aug 16 05:05:29 20
2087,Wed Aug  4 10:25:17 2021,7039449,car,2	4849	PCF764517,d Aug  4 10:25:17 20
2088,Sun Aug 22 16:23:37 2021,5892151,truck,4	4863	PCA8F9E50,n Aug 22 16:23:37 20
2089,Wed Aug 18 09:20:24 2021,1107681,car,2	4724	PC3DE08BF,d Aug 18 09:20:24 20
2090,Mon Aug 16 01:26:47 2021,8142152,car,2	4000	PC69C7DF3,n Aug 16 01:26:47 20
2091,Fri Aug  6 22:23:54 2021,7528765,car,2	4160	PC6DC0ACF,i Aug  6 22:23:54 20
2092,Wed Aug  4 23:25:03 2021,9772819,car,2	4734	PCE4C5D8E,d Aug  4 23:25:03 20
2093,Thu Aug  5 05:22:25 2021,9621194,truck,4	4547	PC0D2E3AD,u Aug  5 05:22:25 20
2094,Fri Aug 13 11:33:50 2021,1532979,car,2	4236	PC5212DD0,i Aug 13 11:33:50 20
2095,Fri Aug 13 06:38:29 2021,8756172,car,2	4040	PCB335328,i Aug 13 06:38:29 20
2096,Tue Aug  3 10:15:33 2021,9508198,car,2	4168	PCBC064F8,e Aug  3 10:15:33 20
2097,Sun Aug  1 07:27:37 2021,1614486,car,2	4149	PC99F9ABD,n Aug  1 07:27:37 20
2098,Fri Aug  6 03:42:56 2021,9515976,truck,4	4821	PC67D349A,i Aug  6 03:42:56 20
2099,Sun Aug  1 23:45:38 2021,8720769,car,2	4869	PCF775FA6,n Aug  1 23:45:38 20
2100,Wed Aug 11 20:04:49 2021,1117103,car,2	4159	PC5631507,d Aug 11 20:04:49 20
2101,Mon Aug  2 12:49:18 2021,11402,truck,4	4695	PC4A5D62F,n Aug  2 12:49:18 20
2102,Sun Aug 22 08:29:32 2021,3710314,car,2	4581	PCC347465,n Aug 22 08:29:32 20
2103,Tue Aug  3 11:40:20 2021,6855963,truck,4	4268	PC6CC51DA,e Aug  3 11:40:20 20
2104,Sun Aug 15 18:38:12 2021,3296506,truck,4	4011	PC680DEC6,n Aug 15 18:38:12 20
2105,Mon Aug  9 17:14:12 2021,4301349,car,2	4770	PC9082A17,n Aug  9 17:14:12 20
2106,Thu Aug 19 04:25:07 2021,2745984,van,2	4460	PCDF04952,u Aug 19 04:25:07 20
2107,Fri Jul 30 03:59:32 2021,2199256,truck,4	4312	PC8D40B22,i Jul 30 03:59:32 20
2108,Thu Aug 19 23:26:53 2021,5767192,car,2	4824	PCFEADFE6,u Aug 19 23:26:53 20
2109,Wed Aug 18 04:49:40 2021,4392334,car,2	4225	PCC1ED0C5,d Aug 18 04:49:40 20
2110,Sat Aug 14 05:58:41 2021,423046,truck,4	4951	PCE9CE23F,t Aug 14 05:58:41 20
2111,Sat Aug 14 18:06:57 2021,4383674,car,2	4647	PCDD56814,t Aug 14 18:06:57 20
2112,Mon Aug  2 02:02:45 2021,4731252,car,2	4284	PC0DB49FD,n Aug  2 02:02:45 20
2113,Thu Aug 12 19:41:32 2021,7432337,car,2	4420	PCFDB2950,u Aug 12 19:41:32 20
2114,Sat Aug  7 07:15:48 2021,8186740,van,2	4964	PC52C0F45,t Aug  7 07:15:48 20
2115,Sat Aug  7 13:17:13 2021,9057634,truck,4	4365	PC0F226DF,t Aug  7 13:17:13 20
2116,Sat Aug  7 11:46:15 2021,4112695,car,2	4980	PCBD5C822,t Aug  7 11:46:15 20
2117,Sat Aug 14 13:56:25 2021,1380137,car,2	4392	PCAF6E464,t Aug 14 13:56:25 20
2118,Fri Aug 20 12:14:38 2021,6507942,car,2	4449	PCAACD453,i Aug 20 12:14:38 20
2119,Sat Jul 31 10:41:53 2021,7702457,car,2	4290	PC84E8CEF,t Jul 31 10:41:53 20
2120,Fri Aug 13 18:59:00 2021,3434120,car,2	4551	PCCA5979C,i Aug 13 18:59:00 20
2121,Thu Jul 29 14:09:23 2021,2252115,car,2	4986	PC9787B8A,u Jul 29 14:09:23 20
2122,Tue Aug 10 10:02:35 2021,2746461,car,2	4343	PC0F6325D,e Aug 10 10:02:35 20
2123,Thu Aug  5 00:27:03 2021,8024799,car,2	4953	PC1E2B07E,u Aug  5 00:27:03 20
2124,Sat Aug  7 20:39:45 2021,1164332,car,2	4703	PC395ADCB,t Aug  7 20:39:45 20
2125,Sun Aug  1 16:38:11 2021,4302986,van,2	4639	PC879E7AB,n Aug  1 16:38:11 20
2126,Thu Aug 12 06:55:34 2021,5511923,car,2	4045	PCE952492,u Aug 12 06:55:34 20
2127,Mon Aug  9 09:07:18 2021,9654527,truck,4	4426	PCC0E943C,n Aug  9 09:07:18 20
2128,Thu Aug 19 07:16:34 2021,1282918,car,2	4166	PCE450C55,u Aug 19 07:16:34 20
2129,Wed Aug  4 14:17:55 2021,3040995,car,2	4585	PCF3AE602,d Aug  4 14:17:55 20
2130,Wed Aug 11 14:44:41 2021,7039705,truck,4	4301	PC540E129,d Aug 11 14:44:41 20
2131,Tue Aug 10 08:16:38 2021,7821381,car,2	4321	PC591BDF7,e Aug 10 08:16:38 20
2132,Sat Aug 21 08:34:56 2021,6489938,car,2	4914	PC2F353E1,t Aug 21 08:34:56 20
2133,Thu Jul 29 22:39:17 2021,2667442,truck,4	4042	PC5D4DE09,u Jul 29 22:39:17 20
2134,Fri Aug 20 00:16:27 2021,532884,truck,4	4699	PC2C1B987,i Aug 20 00:16:27 20
2135,Sun Aug 22 13:38:10 2021,7650880,car,2	4493	PC124B4C0,n Aug 22 13:38:10 20
2136,Sun Aug  1 21:57:48 2021,9769158,van,2	4971	PC0BD172F,n Aug  1 21:57:48 20
2137,Thu Aug 19 14:33:37 2021,3514986,car,2	4469	PC120EEFD,u Aug 19 14:33:37 20
2138,Sun Aug  8 18:45:14 2021,4256700,truck,4	4290	PC84E8CEF,n Aug  8 18:45:14 20
2139,Fri Jul 30 12:06:14 2021,7574565,car,2	4647	PCDD56814,i Jul 30 12:06:14 20
2140,Tue Aug 10 00:57:35 2021,7571990,truck,4	4612	PC871C1FC,e Aug 10 00:57:35 20
2141,Sat Aug 14 08:47:37 2021,8870105,car,2	4773	PCE62BBA9,t Aug 14 08:47:37 20
2142,Tue Aug  3 14:47:00 2021,2535049,car,2	4743	PCE6EEF2E,e Aug  3 14:47:00 20
2143,Sat Aug 14 16:02:27 2021,4294166,car,2	4011	PC680DEC6,t Aug 14 16:02:27 20
2144,Mon Aug  9 00:30:48 2021,1887449,truck,4	4245	PC6594AD4,n Aug  9 00:30:48 20
2145,Fri Aug 20 15:24:07 2021,9615686,truck,4	4458	PCECEBBFA,i Aug 20 15:24:07 20
2146,Wed Aug 11 01:21:58 2021,9437722,car,2	4282	PCCE002E5,d Aug 11 01:21:58 20
2147,Sun Aug 22 05:42:55 2021,2372992,van,2	4851	PC0954183,n Aug 22 05:42:55 20
2148,Thu Aug 12 07:31:11 2021,2155314,car,2	4832	PC34ECAB5,u Aug 12 07:31:11 20
2149,Mon Aug  9 18:12:12 2021,345607,truck,4	4938	PC6C57ED3,n Aug  9 18:12:12 20
2150,Sun Aug 22 01:32:14 2021,7953402,truck,4	4058	PC3415EA4,n Aug 22 01:32:14 20
2151,Wed Aug 11 06:57:54 2021,4656681,car,2	4974	PCDEB8E32,d Aug 11 06:57:54 20
2152,Thu Jul 29 18:38:32 2021,4833476,car,2	4553	PC1D57D7F,u Jul 29 18:38:32 20
2153,Fri Aug 13 21:54:30 2021,9215337,car,2	4866	PC3137434,i Aug 13 21:54:30 20
2154,Mon Aug 16 19:57:05 2021,8707404,car,2	4552	PC05BD3DF,n Aug 16 19:57:05 20
2155,Sat Jul 31 16:25:44 2021,2821493,car,2	4537	PC10C700F,t Jul 31 16:25:44 20
2156,Sun Aug  8 23:53:38 2021,6617350,car,2	4854	PCB6F1968,n Aug  8 23:53:38 20
2157,Thu Jul 29 12:10:37 2021,8111033,car,2	4398	PCE60D320,u Jul 29 12:10:37 20
2158,Fri Aug 13 13:52:44 2021,6903526,car,2	4843	PC400DFFE,i Aug 13 13:52:44 20
2159,Mon Aug  9 02:52:47 2021,2288787,truck,4	4739	PC07289CF,n Aug  9 02:52:47 20
2160,Thu Aug 12 02:03:16 2021,3372970,car,2	4442	PC05C2F86,u Aug 12 02:03:16 20
2161,Mon Aug  2 03:54:08 2021,9392194,truck,4	4686	PCD6E5E77,n Aug  2 03:54:08 20
2162,Tue Aug 17 01:07:02 2021,8906006,car,2	4755	PC628DCED,e Aug 17 01:07:02 20
2163,Thu Aug 12 05:33:27 2021,3153972,car,2	4849	PCF764517,u Aug 12 05:33:27 20
2164,Sat Jul 31 08:09:29 2021,9293894,car,2	4537	PC10C700F,t Jul 31 08:09:29 20
2165,Sun Aug  8 04:03:06 2021,2981230,truck,4	4009	PCF984421,n Aug  8 04:03:06 20
2166,Wed Aug  4 10:15:55 2021,1206033,van,2	4297	PCDE89544,d Aug  4 10:15:55 20
2167,Sat Aug 14 00:04:32 2021,5581235,car,2	4007	PCDF9F773,t Aug 14 00:04:32 20
2168,Fri Jul 30 05:06:05 2021,6890813,car,2	4977	PCB077F18,i Jul 30 05:06:05 20
2169,Sat Aug 14 01:27:39 2021,5523943,truck,4	4571	PC2308E9E,t Aug 14 01:27:39 20
2170,Wed Aug 18 23:35:20 2021,7211084,car,2	4771	PC71FE98A,d Aug 18 23:35:20 20
2171,Tue Aug 10 02:50:04 2021,4668352,van,2	4148	PCDFBBEBB,e Aug 10 02:50:04 20
2172,Wed Aug 11 13:04:40 2021,9245919,truck,4	4240	PC72FE04B,d Aug 11 13:04:40 20
2173,Sat Aug 21 10:03:43 2021,7087231,car,2	4957	PC8DFFE65,t Aug 21 10:03:43 20
2174,Thu Aug 12 16:20:40 2021,2373397,truck,4	4066	PC883FCA9,u Aug 12 16:20:40 20
2175,Thu Aug 12 21:47:00 2021,9280314,truck,4	4458	PCECEBBFA,u Aug 12 21:47:00 20
2176,Thu Aug 12 01:06:19 2021,6953648,car,2	4353	PC79BCF60,u Aug 12 01:06:19 20
2177,Thu Aug 19 08:38:44 2021,9844808,van,2	4645	PC14FBE4A,u Aug 19 08:38:44 20
2178,Sun Aug 22 09:56:59 2021,2912799,car,2	4422	PCF514246,n Aug 22 09:56:59 20
2179,Thu Aug 12 09:03:01 2021,9581849,car,2	4529	PC3FAA264,u Aug 12 09:03:01 20
2180,Tue Aug 17 01:50:14 2021,8120264,truck,4	4236	PC5212DD0,e Aug 17 01:50:14 20
2181,Tue Aug 17 12:16:16 2021,3694295,truck,4	4853	PC214FB8E,e Aug 17 12:16:16 20
2182,Wed Aug 18 05:43:37 2021,2389893,truck,4	4551	PCCA5979C,d Aug 18 05:43:37 20
2183,Tue Aug 17 15:11:31 2021,5946648,car,2	4574	PCC1F6F13,e Aug 17 15:11:31 20
2184,Thu Aug 19 08:26:08 2021,3566529,car,2	4681	PCBEB4D23,u Aug 19 08:26:08 20
2185,Thu Aug  5 04:54:53 2021,277238,truck,4	4412	PC821BC98,u Aug  5 04:54:53 20
2186,Tue Aug  3 13:10:25 2021,4471891,truck,4	4153	PC88C655C,e Aug  3 13:10:25 20
2187,Tue Aug 10 13:36:26 2021,725240,car,2	4659	PC5549650,e Aug 10 13:36:26 20
2188,Wed Aug 18 04:47:56 2021,6773300,van,2	4078	PC8473A64,d Aug 18 04:47:56 20
2189,Sat Aug  7 22:13:18 2021,1935614,truck,4	4123	PCDE850D8,t Aug  7 22:13:18 20
2190,Mon Aug 16 18:21:52 2021,26785,car,2	4066	PC883FCA9,n Aug 16 18:21:52 20
2191,Sun Aug 15 11:24:24 2021,3598105,car,2	4840	PC49BFB36,n Aug 15 11:24:24 20
2192,Sun Aug 22 12:34:23 2021,6166301,car,2	4206	PCAC34A40,n Aug 22 12:34:23 20
2193,Tue Aug 10 05:25:23 2021,1852572,truck,4	4099	PC97F19B1,e Aug 10 05:25:23 20
2194,Sat Aug  7 10:02:00 2021,9588742,car,2	4945	PC95BD14B,t Aug  7 10:02:00 20
2195,Wed Aug 18 11:04:22 2021,1877131,truck,4	4975	PC818101A,d Aug 18 11:04:22 20
2196,Tue Aug 10 09:19:56 2021,4866848,car,2	4339	PCDE1D204,e Aug 10 09:19:56 20
2197,Sat Jul 31 00:14:28 2021,6610284,car,2	4841	PCE45DE8D,t Jul 31 00:14:28 20
2198,Fri Aug  6 18:36:55 2021,5886598,van,2	4143	PC5F47DCF,i Aug  6 18:36:55 20
2199,Mon Aug  2 06:52:10 2021,2013160,truck,4	4009	PCF984421,n Aug  2 06:52:10 20
2200,Mon Aug  9 01:55:56 2021,9763572,van,2	4744	PC78EF0B5,n Aug  9 01:55:56 20
2201,Tue Aug  3 18:29:25 2021,433535,van,2	4697	PCFDB2BA6,e Aug  3 18:29:25 20
2202,Thu Aug 19 12:05:07 2021,5115359,truck,4	4429	PC65E7991,u Aug 19 12:05:07 20
2203,Thu Aug 12 14:43:33 2021,8914873,car,2	4792	PC3E35002,u Aug 12 14:43:33 20
2204,Wed Aug  4 05:35:13 2021,5822513,truck,4	4280	PC03A5F23,d Aug  4 05:35:13 20
2205,Fri Jul 30 16:44:30 2021,9127899,van,2	4384	PC59A33DE,i Jul 30 16:44:30 20
2206,Wed Aug 11 10:55:54 2021,7996756,truck,4	4173	PC0EB640E,d Aug 11 10:55:54 20
2207,Mon Aug  9 06:33:18 2021,1581967,car,2	4656	PC63844BC,n Aug  9 06:33:18 20
2208,Mon Aug  2 17:00:47 2021,9880175,car,2	4343	PC0F6325D,n Aug  2 17:00:47 20
2209,Sun Aug  1 10:19:00 2021,6272381,car,2	4225	PCC1ED0C5,n Aug  1 10:19:00 20
2210,Mon Aug 16 10:25:19 2021,3399227,car,2	4142	PC7ACFF7C,n Aug 16 10:25:19 20
2211,Sun Aug  8 04:58:45 2021,1050893,car,2	4215	PC4C76F48,n Aug  8 04:58:45 20
2212,Sun Aug  8 15:45:06 2021,7748771,car,2	4266	PC39B17A9,n Aug  8 15:45:06 20
2213,Mon Aug 16 21:02:56 2021,5828541,car,2	4923	PC8A7A22A,n Aug 16 21:02:56 20
2214,Sat Jul 31 11:25:20 2021,3069018,truck,4	4480	PC9A343F9,t Jul 31 11:25:20 20
2215,Thu Aug 12 04:22:30 2021,2606722,van,2	4107	PC7607A5D,u Aug 12 04:22:30 20
2216,Tue Aug 17 20:38:13 2021,1794651,car,2	4581	PCC347465,e Aug 17 20:38:13 20
2217,Wed Aug 11 09:25:28 2021,3888376,van,2	4831	PC0EC3E54,d Aug 11 09:25:28 20
2218,Sun Aug 22 16:17:43 2021,495976,car,2	4605	PCEB27C63,n Aug 22 16:17:43 20
2219,Sat Aug  7 19:08:26 2021,6054974,car,2	4045	PCE952492,t Aug  7 19:08:26 20
2220,Thu Jul 29 13:51:21 2021,1461491,car,2	4352	PC99B9343,u Jul 29 13:51:21 20
2221,Wed Aug  4 02:15:42 2021,2653649,car,2	4965	PCA0BAE0F,d Aug  4 02:15:42 20
2222,Thu Jul 29 18:56:21 2021,41829,car,2	4843	PC400DFFE,u Jul 29 18:56:21 20
2223,Tue Aug 10 21:59:48 2021,2787072,car,2	4045	PCE952492,e Aug 10 21:59:48 20
2224,Fri Aug 13 15:47:42 2021,5400421,car,2	4545	PC419B1CB,i Aug 13 15:47:42 20
2225,Sun Aug 22 18:34:12 2021,6206783,car,2	4785	PC787D664,n Aug 22 18:34:12 20
2226,Mon Aug  2 15:06:40 2021,3452250,car,2	4968	PC251D4C1,n Aug  2 15:06:40 20
2227,Thu Aug  5 06:51:41 2021,9131018,car,2	4089	PC3CCA187,u Aug  5 06:51:41 20
2228,Fri Aug 20 13:39:12 2021,2335799,car,2	4538	PCDE5402C,i Aug 20 13:39:12 20
2229,Sun Aug  1 00:08:32 2021,3658470,truck,4	4737	PCED7EAFE,n Aug  1 00:08:32 20
2230,Thu Aug 19 21:06:19 2021,1706389,car,2	4776	PC6906524,u Aug 19 21:06:19 20
2231,Thu Jul 29 19:38:05 2021,7020851,truck,4	4799	PCC3A370A,u Jul 29 19:38:05 20
2232,Tue Aug 10 23:41:20 2021,1862428,van,2	4989	PC7D7AE48,e Aug 10 23:41:20 20
2233,Tue Aug 10 02:02:46 2021,8062108,truck,4	4407	PC7FEC2CE,e Aug 10 02:02:46 20
2234,Wed Aug 18 03:08:44 2021,4843259,car,2	4714	PC9B747F8,d Aug 18 03:08:44 20
2235,Tue Aug  3 17:34:37 2021,9377131,van,2	4875	PC40FC710,e Aug  3 17:34:37 20
2236,Fri Aug  6 02:39:27 2021,3136151,car,2	4820	PCC30C735,i Aug  6 02:39:27 20
2237,Sun Aug 15 22:31:40 2021,8335972,car,2	4194	PC96AD1EB,n Aug 15 22:31:40 20
2238,Wed Aug 11 19:16:50 2021,7198942,car,2	4837	PCA10FFA0,d Aug 11 19:16:50 20
2239,Sun Aug 15 13:35:27 2021,2977047,van,2	4684	PCA76178F,n Aug 15 13:35:27 20
2240,Fri Aug 20 09:25:45 2021,897727,truck,4	4549	PC2F1A066,i Aug 20 09:25:45 20
2241,Fri Aug 20 00:18:43 2021,1877982,car,2	4008	PC5680D80,i Aug 20 00:18:43 20
2242,Thu Aug 12 00:57:47 2021,9587404,car,2	4035	PC1B1D964,u Aug 12 00:57:47 20
2243,Mon Aug  9 18:06:44 2021,6559793,van,2	4892	PC7AA5B2F,n Aug  9 18:06:44 20
2244,Mon Aug  9 03:40:21 2021,4757165,car,2	4637	PCE9C770E,n Aug  9 03:40:21 20
2245,Tue Aug 17 03:03:55 2021,305851,car,2	4194	PC96AD1EB,e Aug 17 03:03:55 20
2246,Tue Aug  3 00:25:45 2021,8113495,car,2	4099	PC97F19B1,e Aug  3 00:25:45 20
2247,Fri Aug  6 19:51:27 2021,2946772,car,2	4426	PCC0E943C,i Aug  6 19:51:27 20
2248,Sat Aug 14 01:06:02 2021,7189606,truck,4	4392	PCAF6E464,t Aug 14 01:06:02 20
